name,record,fighter_url,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Matt Mitrione,12-5-0,http://ufcstats.com/fighter-details/ba280572acfba13f,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",3.55,50,2.79,64,0.0,0,55,0.7
Eiji Mitsuoka,18-9-2,http://ufcstats.com/fighter-details/2b4faacc16d66898,"5' 7""",145 lbs.,--,Southpaw,"Jan 01, 1976",1.49,49,2.26,45,2.3,36,20,1.6
Hiromitsu Miura,12-7-0,http://ufcstats.com/fighter-details/509697e08673d2e5,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",2.12,34,2.12,58,2.23,50,69,0.6
Jonathan Mix,7-4-0,http://ufcstats.com/fighter-details/f64e4ecd214c6378,"6' 0""",168 lbs.,--,,"Nov 09, 1980",0.0,0,0.0,0,0.0,0,0,0.0
Patchy Mix,20-3-0,http://ufcstats.com/fighter-details/2cfba6c837c03ed0,"5' 11""",135 lbs.,"70""",Southpaw,"Aug 16, 1993",5.3,43,7.3,43,2.5,62,0,0.0
Tomoya Miyashita,17-9-7,http://ufcstats.com/fighter-details/c9885b1b7c7055a0,"5' 7""",139 lbs.,--,Southpaw,"Jul 20, 1981",1.67,65,0.93,33,4.0,80,0,2.0
Kazuyuki Miyata,15-9-0,http://ufcstats.com/fighter-details/af70d268e5352186,"5' 8""",139 lbs.,--,Orthodox,"Jan 29, 1976",2.04,52,1.82,63,4.31,46,68,0.0
Motoki Miyazawa,7-3-0,http://ufcstats.com/fighter-details/9649d75defe0dedb,"5' 11""",168 lbs.,--,Southpaw,"Apr 23, 1985",1.23,28,3.91,61,0.0,0,0,0.0
Takeya Mizugaki,21-11-2,http://ufcstats.com/fighter-details/48e093ea1f43a053,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",3.37,37,3.27,57,1.46,57,70,0.1
Mizuki,16-6-0,http://ufcstats.com/fighter-details/43a59ce3bb40449e,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994",4.45,52,4.65,49,0.75,33,80,0.0
Tatsuya Mizuno,16-12-1,http://ufcstats.com/fighter-details/478c8706bdb92440,"6' 1""",205 lbs.,--,Southpaw,"Jun 02, 1981",2.25,37,3.52,53,1.19,25,40,3.6
Roxanne Modafferi,25-21-0,http://ufcstats.com/fighter-details/4498b382c65a7faa,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,30,5.7,51,1.35,23,30,0.1
Bobby Moffett,13-5-0 (1 NC),http://ufcstats.com/fighter-details/d76ad9a08c4408ff,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",3.41,39,3.15,61,2.74,66,66,1.4
Bronson Mohika,1-1-0,http://ufcstats.com/fighter-details/65239fccecd03404,--,135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Nate Mohr,9-7-0,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",3.79,41,2.5,74,0.45,50,71,0.0
Renato Moicano,20-7-1,http://ufcstats.com/fighter-details/b6452706b373eea1,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",4.17,48,3.57,59,1.67,41,62,0.5
Thiago Moises,19-9-0,http://ufcstats.com/fighter-details/d945aae53e3e54e6,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.48,42,4.08,53,1.31,35,52,1.1
Muhammad Mokaev,13-0-0 (1 NC),http://ufcstats.com/fighter-details/75353550928a7921,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",1.61,45,1.35,57,5.29,41,25,0.8
Ashkan Mokhtarian,13-3-0,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",1.95,43,3.66,43,0.54,16,33,0.0
Suman Mokhtarian,8-5-0,http://ufcstats.com/fighter-details/192520689012c7e4,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992",2.21,43,6.85,48,0.0,0,0,0.0
Dan Molina,13-9-0,http://ufcstats.com/fighter-details/606136dee6f6ecea,"5' 10""",216 lbs.,--,,"Jun 14, 1984",0.0,0,5.58,60,0.0,0,0,20.9
Jeff Molina,11-2-0,http://ufcstats.com/fighter-details/008ea710276c9606,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997",7.25,48,5.04,55,0.0,0,66,0.0
Rudyard Moncayo,0-3-0,http://ufcstats.com/fighter-details/02d276b7d62b3472,"5' 10""",195 lbs.,--,Orthodox,"May 17, 1973",0.0,0,0.0,0,0.0,0,0,0.0
Hidetaka Monma,18-11-4,http://ufcstats.com/fighter-details/a8e133139286df84,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973",1.67,25,9.76,34,0.0,0,0,0.0
Jeff Monson,60-26-1,http://ufcstats.com/fighter-details/cbfd1d34356a004c,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.97,30,2.87,59,1.06,12,66,0.7
Darrell Montague,13-5-0,http://ufcstats.com/fighter-details/bffeb123b21c9aad,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",1.92,25,5.38,52,0.72,25,33,1.4
Michelle Montague,7-0-0,http://ufcstats.com/fighter-details/ca80d72da81d7224,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993",2.73,46,3.2,41,5.0,71,0,0.0
Andrew Montanez,9-12-1,http://ufcstats.com/fighter-details/72c9c2eadfc3277e,--,185 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Jose Montanha,6-1-0,http://ufcstats.com/fighter-details/4e30f2761b6bd3b5,--,265 lbs.,--,,"Aug 25, 1996",0.0,0,0.0,0,0.0,0,0,0.0
Augusto Montano,15-3-0,http://ufcstats.com/fighter-details/94508d80e1f885fc,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46,2.66,56,0.0,0,66,0.0
Erick Montano,7-5-0,http://ufcstats.com/fighter-details/8163cd7de0342652,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44,2.06,64,2.29,36,66,0.0
Nicco Montano,5-3-0,http://ufcstats.com/fighter-details/1de9ad94de18eeaf,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",5.6,41,4.43,64,2.25,54,69,0.4
Antonio Monteiro,17-5-1 (1 NC),http://ufcstats.com/fighter-details/3e38b1ea16bd4d86,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995",3.93,49,8.33,33,1.0,33,66,1.0
Sofia Montenegro,6-2-0,http://ufcstats.com/fighter-details/8b1b051038354655,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 18, 1999",4.27,40,5.67,48,1.0,25,100,0.0
Alberto Montes,12-1-0,http://ufcstats.com/fighter-details/a112097ad877a48f,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994",5.26,60,4.44,60,0.0,0,77,6.8
Steve Montgomery,9-5-0,http://ufcstats.com/fighter-details/6e92eb1242b46636,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990",4.85,39,4.12,47,0.0,0,64,0.0
James Moontasri,9-5-0,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",2.39,48,3.86,40,0.0,0,79,0.2
Homer Moore,26-9-2,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971",0.68,50,0.68,0,5.07,66,0,0.0
Todd Moore,16-7-0,http://ufcstats.com/fighter-details/e31502e3f79d00c5,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",1.83,26,2.3,57,0.78,14,54,0.0
Nate Moore,8-4-0,http://ufcstats.com/fighter-details/518e5202a91980d4,"6' 0""",170 lbs.,--,,"Apr 06, 1983",2.21,25,2.87,42,1.23,16,25,0.0
Dustin Moore,0-2-0,http://ufcstats.com/fighter-details/831de97afe326478,"5' 4""",125 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Taylor Moore,10-5-0,http://ufcstats.com/fighter-details/26927dab41dbd5fc,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993",0.2,75,2.07,42,0.0,0,25,0.0
Sergio Moraes,14-6-1,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2.42,42,3.73,59,1.2,38,75,0.4
Marlon Moraes,23-10-1,http://ufcstats.com/fighter-details/fea79f9bc8c68769,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,40,4.53,54,0.87,41,46,0.3
Sheymon Moraes,11-4-0,http://ufcstats.com/fighter-details/0d62719b1dcf7c40,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",3.0,42,3.64,63,0.0,0,53,0.0
John Moraga,19-7-0,http://ufcstats.com/fighter-details/92437c6775b3f7d1,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",2.57,43,2.55,56,0.62,23,44,1.1
Ricardo Morais,10-4-1,http://ufcstats.com/fighter-details/2dc7f1762dc0a7ef,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967",2.86,37,2.39,53,0.0,0,0,0.0
Leonardo Morales,6-2-0,http://ufcstats.com/fighter-details/45230be0641f3f53,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",2.05,47,2.05,58,0.0,0,62,0.0
Albert Morales,7-4-1,http://ufcstats.com/fighter-details/544d7460b3e44393,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",3.81,35,3.96,56,0.91,35,70,0.2
Joseph Morales,15-2-0,http://ufcstats.com/fighter-details/2fe9032955c2e013,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",2.0,40,2.05,57,1.14,42,26,3.0
Vince Morales,16-10-0,http://ufcstats.com/fighter-details/37098a6e6c27fb66,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",3.57,37,4.0,53,0.59,40,58,0.5
Omar Morales,11-4-0,http://ufcstats.com/fighter-details/a0e6753c42698f13,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",3.42,40,3.18,58,0.46,100,63,0.0
Michael Morales,19-0-0,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",5.68,49,3.26,53,1.04,41,89,0.0
Sarah Moras,6-8-0,http://ufcstats.com/fighter-details/539ed332b3078821,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",2.28,34,3.58,50,0.67,21,33,0.8
Christian Morecraft,8-3-0,http://ufcstats.com/fighter-details/80779d7441af1b52,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2.82,34,2.46,46,3.26,66,50,2.2
Joe Moreira,2-2-0,http://ufcstats.com/fighter-details/df85d6ec3493d120,"5' 11""",195 lbs.,--,Southpaw,"Jul 03, 1961",0.0,0,0.0,0,0.0,0,0,0.0
Richardson Moreira,7-4-0,http://ufcstats.com/fighter-details/9147679e1a4ad4a3,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984",1.17,28,1.83,67,0.0,0,100,0.0
Gisele Moreira,8-3-0,http://ufcstats.com/fighter-details/6a125ba3ec37e27e,"5' 6""",135 lbs.,--,Orthodox,"Jan 14, 1981",5.93,42,6.33,48,4.0,57,0,0.0
Vinicius Moreira,9-5-0,http://ufcstats.com/fighter-details/acb36c908d415c4a,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",3.15,59,5.07,43,1.97,18,0,1.3
Jesse Moreng,9-1-0,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9,"5' 7""",145 lbs.,--,Orthodox,"Nov 09, 1979",1.26,40,2.08,48,5.56,100,100,0.0
Brandon Moreno,23-10-2,http://ufcstats.com/fighter-details/792be9a24df82ed6,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.84,44,3.64,59,1.36,39,65,0.4
Mike Moreno,6-5-0,http://ufcstats.com/fighter-details/bb2eee4fb3259c01,"6' 0""",185 lbs.,--,,--,1.27,51,1.07,58,0.0,0,44,0.0
Dan Moret,13-6-0,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",2.67,43,3.56,43,1.25,27,45,0.4
Sammy Morgan,18-12-0,http://ufcstats.com/fighter-details/2067a177a2842fbf,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981",1.05,22,3.74,40,1.43,20,0,0.5
Peggy Morgan,4-4-0,http://ufcstats.com/fighter-details/92b36014314b028b,"6' 1""",135 lbs.,--,,"Dec 16, 1979",2.27,23,8.2,33,0.0,0,50,0.0
Alexander Morgan,11-5-0,http://ufcstats.com/fighter-details/938ea36fe9c269f0,"5' 10""",145 lbs.,"71""",Orthodox,"May 14, 1991",3.71,44,2.78,47,0.0,0,0,0.0
Alex Morono,24-13-0 (1 NC),http://ufcstats.com/fighter-details/cdb96af67d096b1e,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.9,39,4.88,55,0.32,24,47,0.3
Maryna Moroz,11-6-0,http://ufcstats.com/fighter-details/b4192a975027aab6,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.42,33,4.89,51,0.7,24,42,0.6
Sergey Morozov,19-5-0,http://ufcstats.com/fighter-details/2f6a993c7f547c13,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989",3.01,43,2.97,61,3.63,31,68,0.0
Brad Morris,10-6-0,http://ufcstats.com/fighter-details/6803d4d6908354ac,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",0.5,62,6.95,27,0.0,0,0,0.0
Scott Morris,2-1-0,http://ufcstats.com/fighter-details/be9d259be012e8a4,"5' 10""",210 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Anthony Morrison,20-12-0 (1 NC),http://ufcstats.com/fighter-details/dab0e6cb8c932162,"5' 7""",145 lbs.,--,Orthodox,"Mar 29, 1984",1.7,33,0.49,80,0.0,0,50,0.0
Jack Morrison,0-3-0,http://ufcstats.com/fighter-details/38fccd44d669bb2f,"5' 11""",205 lbs.,--,,--,0.0,0,19.31,40,0.0,0,0,0.0
Harry Moskowitz,6-12-0,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,"6' 5""",275 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Carlos Mota,8-2-0,http://ufcstats.com/fighter-details/b15862fcd6ded451,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995",0.8,41,1.13,54,0.0,0,50,1.0
Miki Motono,8-5-0,http://ufcstats.com/fighter-details/a5fa51a81d0c5ed9,"5' 2""",115 lbs.,"63""",Southpaw,"May 18, 1994",1.27,27,4.2,57,3.0,30,0,1.0
Juan Mott,3-4-0,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0,"6' 0""",190 lbs.,--,Switch,"Dec 07, 1965",0.0,0,0.0,0,0.0,0,0,0.0
Nikolas Motta,15-6-0 (1 NC),http://ufcstats.com/fighter-details/37f560436d745c18,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993",4.13,38,5.28,52,0.0,0,83,0.0
Flavio Luiz Moura,19-7-0,http://ufcstats.com/fighter-details/ab35634d1a8c7a11,"5' 11""",183 lbs.,--,Open Stance,"Jan 26, 1976",0.67,16,0.0,0,0.0,0,0,0.0
Eduarda Moura,12-2-0,http://ufcstats.com/fighter-details/de594b35c45c2e9a,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",2.57,37,2.5,58,3.58,34,80,0.4
Gegard Mousasi,42-6-2,http://ufcstats.com/fighter-details/232c582f29f8f65e,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50,1.21,68,1.59,60,59,1.1
Kris Moutinho,14-8-0,http://ufcstats.com/fighter-details/9c27f3217891f3f0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",3.35,33,9.36,30,0.0,0,30,0.0
Kin Moy,8-3-0,http://ufcstats.com/fighter-details/ae922e7d9e852d7a,"5' 5""",135 lbs.,--,,--,2.3,33,1.93,62,1.67,42,50,1.7
Jamie Moyle,4-3-0,http://ufcstats.com/fighter-details/882d62561063a927,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,51,4.0,65,1.0,21,50,0.0
Askar Mozharov,19-13-0,http://ufcstats.com/fighter-details/e92901944ce91909,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994",0.43,18,4.07,13,0.0,0,33,0.0
Garrett Mueller,3-3-0,http://ufcstats.com/fighter-details/d0c325dfefdde31f,"5' 9""",135 lbs.,--,,"Jan 29, 1989",0.0,0,0.0,0,0.0,0,0,0.0
Lauren Mueller,5-3-0,http://ufcstats.com/fighter-details/f923e012414c883e,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,41,3.77,58,0.7,50,71,0.0
Belal Muhammad,24-5-0 (1 NC),http://ufcstats.com/fighter-details/b1b0729d27936f2f,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.43,43,3.82,55,2.14,36,90,0.1
Fazlo Mulabitinovic,4-2-0,http://ufcstats.com/fighter-details/2252b2c892397f0d,--,135 lbs.,--,,--,0.54,16,0.0,100,0.0,0,0,8.0
Quinn Mulhern,18-4-0,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,"6' 3""",155 lbs.,--,Orthodox,"Sep 20, 1984",1.48,28,2.09,51,1.36,20,33,0.0
James Mulheron,11-2-0,http://ufcstats.com/fighter-details/8d5350fa18b79e9a,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",2.4,31,3.47,42,0.0,0,25,0.0
Jamie Mullarkey,18-9-0,http://ufcstats.com/fighter-details/af9f42e6894047fc,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",4.1,46,4.28,54,2.46,30,70,0.1
Jim Mullen,0-2-0,http://ufcstats.com/fighter-details/1a49e0670dfaca31,"6' 1""",215 lbs.,--,Southpaw,--,0.0,0,0.0,0,0.0,0,0,0.0
Melissa Mullins,7-2-0,http://ufcstats.com/fighter-details/bd532e9a2b93870c,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",3.71,50,4.39,52,2.03,42,85,0.0
Ananias Mulumba,9-3-0,http://ufcstats.com/fighter-details/a59bc10f5e9f5fbb,"5' 5""",145 lbs.,"70""",Switch,"Sep 18, 1998",6.1,44,5.96,52,0.0,0,100,2.1
Pedro Munhoz,20-10-0 (2 NC),http://ufcstats.com/fighter-details/6bd02119599741a4,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.38,41,6.29,55,0.48,16,82,0.5
Andre Muniz,24-8-0,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.08,48,2.46,51,3.98,48,35,1.1
Mark Munoz,14-6-0,http://ufcstats.com/fighter-details/179f1948dc234f1f,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51,2.26,57,3.17,29,57,0.6
Alexander Munoz,7-2-0,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.7,42,4.73,55,3.0,40,100,0.0
Johnny Munoz,12-4-0,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 16, 1993",2.44,36,2.66,55,2.4,25,45,1.8
Andy Murad,15-2-0,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7,"5' 9""",185 lbs.,--,,--,2.6,76,2.87,32,1.0,20,42,0.0
Olivier Murad,6-0-0,http://ufcstats.com/fighter-details/c3dd69333eb8085a,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993",2.6,36,2.2,61,1.0,100,55,0.0
Makhmud Muradov,26-8-0 (1 NC),http://ufcstats.com/fighter-details/ea7e5bc78d9de658,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",4.21,43,2.57,61,3.03,66,77,0.2
Kazunari Murakami,5-5-0,http://ufcstats.com/fighter-details/cfbccfed4e4796fe,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973",0.0,0,0.0,0,0.0,0,0,0.0
Ryuichi Murata,8-3-1,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815,"5' 8""",183 lbs.,--,Orthodox,"Aug 27, 1976",0.84,36,1.89,50,4.74,50,100,3.2
Kanako Murata,12-3-0,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",2.15,56,2.4,53,3.38,56,100,0.8
Ailiya Muratbek,9-2-0,http://ufcstats.com/fighter-details/9b6dcc335ad03696,--,155 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Vince Murdock,12-4-0 (1 NC),http://ufcstats.com/fighter-details/4b90384d7c3519b8,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991",1.21,21,7.17,40,0.0,0,0,0.0
Samandar Murodov,11-0-0,http://ufcstats.com/fighter-details/6f4d199c0adc06f5,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999",1.5,75,0.5,44,6.01,66,0,1.5
Tom Murphy,8-0-0,http://ufcstats.com/fighter-details/62918a2118de08b2,"6' 2""",227 lbs.,--,Southpaw,"Nov 19, 1974",2.5,71,0.17,84,7.51,85,0,2.5
Ian Murphy,1-1-0,http://ufcstats.com/fighter-details/de25520d54eab12d,"6' 1""",185 lbs.,--,Orthodox,"Jun 14, 1985",0.0,0,1.93,30,4.13,100,0,0.0
Jon Murphy,6-4-0,http://ufcstats.com/fighter-details/1b5c146ee7b86e34,"6' 3""",260 lbs.,--,Orthodox,"Aug 09, 1977",3.93,66,8.85,43,0.0,0,0,0.0
Lauren Murphy,16-7-0,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.94,38,5.19,56,1.09,24,67,0.2
Patrick Murphy,5-3-0,http://ufcstats.com/fighter-details/eca7e064746c161a,"6' 0""",170 lbs.,--,,--,3.4,66,0.8,42,0.0,0,50,1.0
Lerone Murphy,17-0-1,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",4.48,53,2.51,61,1.41,54,51,0.5
Lee Murray,8-2-1 (1 NC),http://ufcstats.com/fighter-details/32016899d0a222a3,"6' 3""",185 lbs.,--,Orthodox,"Sep 12, 1977",0.36,15,3.28,32,0.9,100,42,1.8
Jesse Murray,8-4-0,http://ufcstats.com/fighter-details/d0147e906106cd2e,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993",2.38,28,7.72,43,0.0,0,0,0.0
Khalid Murtazaliev,14-2-0,http://ufcstats.com/fighter-details/231cae8b77fbbcc1,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",4.8,69,0.4,78,7.5,100,33,0.0
Azamat Murzakanov,16-0-0,http://ufcstats.com/fighter-details/e90a2f22417af68e,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",4.7,57,2.86,60,0.55,15,87,0.0
Josias Musasa,8-2-0,http://ufcstats.com/fighter-details/723b64c0e9a8f348,"5' 8""",135 lbs.,"74""",Southpaw,"Oct 10, 1998",3.19,45,4.39,36,0.9,50,81,0.5
Tofiq Musayev,22-6-0,http://ufcstats.com/fighter-details/ae81a3ac7b260411,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989",0.44,33,0.44,71,0.0,0,40,0.0
Nicholas Musoke,13-5-0 (1 NC),http://ufcstats.com/fighter-details/8b5f9ea38184ded3,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35,3.8,57,1.16,19,82,0.2
Andre Mussi,11-5-0,http://ufcstats.com/fighter-details/d0d43cb9b14f231c,"6' 3""",242 lbs.,--,Orthodox,--,0.0,0,10.59,35,0.0,0,0,0.0
Magomed Mustafaev,14-4-0,http://ufcstats.com/fighter-details/31d7446b184e3305,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58,2.68,41,3.31,50,23,0.4
Max Mustaki,6-3-0,http://ufcstats.com/fighter-details/f4c40f8a64d3151d,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987",8.2,50,13.0,45,0.0,0,0,0.0
Elvis Mutapcic,15-6-1,http://ufcstats.com/fighter-details/28c55b4087a6f136,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",3.41,40,4.27,38,0.0,0,81,0.0
Fiona Muxlow,6-3-0,http://ufcstats.com/fighter-details/062e57ca1a3c95a8,"5' 4""",145 lbs.,--,,"May 13, 1977",1.44,27,5.45,34,0.0,0,0,0.0
Ho Bae Myeon,13-5-1,http://ufcstats.com/fighter-details/2719f300b0439039,"5' 11""",168 lbs.,--,Orthodox,"Nov 01, 1986",3.16,16,3.16,83,0.0,0,0,0.0
Katsuhiko Nagata,6-7-3,http://ufcstats.com/fighter-details/d5ae8074631762fc,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973",1.05,19,1.5,63,0.98,28,28,0.0
Yuji Nagata,0-2-0,http://ufcstats.com/fighter-details/e49c2db95e572dc8,"6' 0""",225 lbs.,--,Orthodox,"Apr 24, 1968",1.45,40,14.46,4,0.0,0,0,0.0
Greg Nagy,1-3-0,http://ufcstats.com/fighter-details/342422bb6ced1e8d,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983",0.41,50,2.69,37,0.0,0,0,1.2
Logan Nail,1-1-0,http://ufcstats.com/fighter-details/47e0b5833e6bc91a,--,185 lbs.,--,,"Jun 20, 1989",1.93,51,2.27,39,0.0,0,37,0.0
Muhammad Naimov,13-4-0,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",2.51,40,3.35,44,1.49,30,68,0.2
Yukiya Naito,15-6-2,http://ufcstats.com/fighter-details/7be328bb3c2ea22e,"6' 1""",205 lbs.,--,Orthodox,"Feb 28, 1977",1.54,33,5.13,60,0.0,0,0,0.0
Yura Naito,6-1-0,http://ufcstats.com/fighter-details/50c469e0cb73be10,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 26, 1996",1.22,44,5.33,28,1.67,9,0,0.0
Andrews Nakahara,5-4-2,http://ufcstats.com/fighter-details/7a9ca95a92d7b64c,"6' 1""",185 lbs.,--,Orthodox,"Mar 12, 1983",2.68,44,1.9,57,0.0,0,72,0.4
Rin Nakai,19-2-1,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986",1.57,33,3.9,60,3.0,18,75,0.5
Kazuhiro Nakamura,21-13-0,http://ufcstats.com/fighter-details/b034747dc1d15491,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37,1.83,59,1.73,36,42,0.6
Keita Nakamura,34-10-2 (1 NC),http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36,3.2,58,1.65,48,63,0.3
Daisuke Nakamura,28-19-1,http://ufcstats.com/fighter-details/a196332ee4aa8a82,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980",0.94,30,1.38,61,0.46,40,30,3.6
